Author,Title,Review,Rating,Dates,Restaurant
roshinoda,Dinner,Dinner with family during third Hari Raya as the kids want to have a macaroni. I have enjoy the burger slider & quesadilla. My brother having ribeye medium. All came perfectly. Most important are the kids happy with the meal than the adults,4,2019-06-13,Chili's
fungus0326,Pretty good!,"Environment, ok but not classy enough. Too common and casual compare to the one in New York, United State of America. In terms of taste, tha classic shiromaru soup is not bad but the akamaru soup even better, tasty, yummy little spicy and good!",3,2015-07-21,IPPUDO Gardens Mall
"Nicholas LSingapore, Singapore",Beer Fiesta,"Happy Hour has 5 pints for the price of 3... amazing stuffOrder the snack platter for 3 items for the price of 2 - another great snack which with the 5 pints, it will end up as a full meal for the day.great atmosphere. fantastic staff.2nd visit !!",4,2016-06-18,Fuel Shack Signature
patber66Malaysia,Company Dinner,Having a changed from our normal Chinese cuisine we decided to have Mexican food this round. Appetizer a plus point but for those who are not into spicy food be a little bit of cautious. Portions of food served is quite generous having taking consideration of the price list but the money spend is worth the meal. Good place for gathering between friends & business partners. ,4,2018-07-10,Fresca Mexican Kitchen & Bar
CrystalQ30,Excellent service and delicious food,"Had a great experience here and the staffs here are well trained and provide good services especially Jia Ying, Vincent, Cullette, Jasmine, Ruxanne, Andy, Elvin.",5,2020-08-25,"YEN, W Kuala Lumpur"
"291RichardRVancouver Island, Canada",Disappointing fish and chips,"There is fish and chips on the menu, the fish, barramundi was excellent, but if it’s chips you wanted with it, I’m afraid you will get McDonalds style French fries - skinny things that get cold by the time they reach the table, and taste like something you get out of a packet. The staff were very attentive and concerned about my comments, however I doubt if anything will be done about serving real chips with the fish. If you are a non smoker, the other drawback with the restaurant is that you have to go through a cloud of awful cigarette smoke to get to your table. Not pleasant. Perhaps someday soon this restaurant will join the rest of the civilized world and ban smoking where food is served. However service was good and prices are very reasonable.",3,2022-10-27,Arthur’s Bar & Grill
Chris L,One of the best roasted pork in town ,"Unforgettable and marvelous taste, 
Nice but a bit expensive.
And queued long...
Anyway, worth for it!! 
Damn Crispy roasted pork!!!",5,2016-08-03,Wong Kee Hai Lam Chicken Rice & Roast Pork
"daniel WShah Alam, Malaysia",Nearby durian seller is a cheater,"Limited choice of cooking style available for crab when we were there. The black pepper crab was ok. Tried also fried rice and fried prawn. 2 serving of crab, 1 serving of prawn and fried rice cost about RM230+ Overall good. But no plan for second visit. Caution: the durian seller nearby is a Cheater. Selling 1 small durian plus 1kg mangosteen for RM84.Spoiled my day.",3,2019-03-13,Fatty Crab Restaurant
Alexander W,Breakfast Makan Kitchen,Very nice staff who really care about your well being. The food is great with a huge variety of different flavors!,5,2023-07-29,Makan Kitchen
Feldrin V,The best Italian Restaurant in KL,"Highly recommended! If you are looking for the best and affordable Italian Restaurant,come to Portofino Italian Restaurant in Bangsar.",5,2017-01-04,Portofino Bangsar Lucky Garden
josephaS2641ME,Just Ok Restaurant,"Ordered Spicy Bamboo snail, Squid with dried chilli, claypot tofu and Salted egg Prawns. Taste was good. Amount was just ok for 2 person. Costs RM99 inclusive of chinese tea and coconut. Have been here since 2000. The infrastructure still the same but has more decorations and upstairs airconditioned room. Overall is a fair place for no pork chinese food.",3,2016-04-11,hokkaido seafood restaurant
"nixletteSingapore, Singapore",Great food!,"Loved the food here! However, be careful as the lines can get a bit long when there's an influx of tourists:)",5,2019-09-10,Tonka Bean Cafe
"strung_out80Kuala Lumpur, Malaysia",a hidden gem....,"Cafe Cafe is tucked away at the corner of a building on a major road in KL, and you probably would miss it....but it is definitely one of the restaurants that is not to be missed. Food is good, service is great and for a couple of hours, you'll feel you are not in KL.I myself am a fan of their truffle pasta. Just the aroma as the dish is placed in front of you is reason enough to order it. To add to the ambience, the lights are dim, and the decor is reminiscent of an old French restaurant with chandeliers and crystals hanging from the ceiling.It is a romantic restaurant and I've been here several times with my boyfriend, and not once have we had any complaints.",5,2013-10-18,Cafe Cafe
"MMM79Mombasa, Kenya",Dec 17,"Visited this restaurant on our trip to KL. Being fans of lebanese and middle eastern cuisine, we have a taste for good eats.The variety is fantatsic and the food quality even better. Best dinner meal i had on my trip and it beat a lot of very highly rated restaurants! The fatoush, Labneh, pesto humus, falafel, bateta hara - everything was fabulous!",5,2018-01-09,Al-Amar
Scott I,Amazing experience,"Had an amazing dinner at this restaurant. Was hesitant at first as staying at hotel and normally like to venture out to eat, however friend convinced to eat here and very glad I did. The service was amazing and the food quality was fantastic as you sit in front of the twin towers, a must if in Malaysia and especially if staying upstairs. ",5,2023-09-15,"Flock, W Kuala Lumpur"
Guide734141,PARKING TOUTS (JAGA KERETA)!,"Parked my car in the restaurant forecourt, but parking touts (jaga kereta) arrived later and demanded payment when we left after dinner. Plenty of parking space when I arrived early and left late. Not valet parking.I had read the useful reviews but none of them had warned me of this. Don't know if illegal or organised by Noble House East. It is not in their Web site so must be illegal. It left a bad taste after a good dinner.",1,2023-06-04,Noble House
Ann G,Great quality food and top notch service!,"Celebrated my husband’s birthday with a weekend Japanese buffet. Quality food - lobster tail (Chinese New Year special), cod fish, beef sukiyaki, roast beef, tempura and sashimi were all fantastic. Bean curd dessert was unassumingly good. Staff gave a slice of birthday cake with a song, and surprised us all with a printed photo taken of the celebration. 10/10 would return again!",5,2024-02-17,Kampachi EQ
AllysonChia,A memorable night:),"Let's talk about the food which deemed to be the main focus of this whole review, food portion is slightly small compareably to the slightly high in the price. Not recommended if you are a big eater. ""Godfather"" & ""squid ink fried rice"" are the BOMBS OF THE NIGHT:) Beautiful ambience. (It would be better if the other group were having some sort of celebration could control the voice volume, but it's not easy I know) < tolerate that Decent service from the service crew. Friendly indeed:)",4,2015-03-18,PLOY
KateSM94,A lovely birthday,"The food was delicious, the staff were lovely and extremely attentive and the setting of the restaurant is beautiful. Came here to celebrate a birthday and it was perfect.",5,2020-02-21,Zenzero Restaurant & Wine Bar
tmkAustin,Amazing,Everything was perfect dumplings are awesome!! Delish- wow - everything from scratch.. Kids are not a good idea / adult atmosphere,5,2016-08-30,Li Yen
"LalalililuluKuala Lumpur, Malaysia",Nice foods at cozy home,"We had a farewell lunch at Shamini's place.She was very welcoming.Foods were delicious.Thanks to her, we had a great time.",4,2015-12-15,Sham's Cooked With Love
JNT0411,Poor Hygiene ,"Food Quality and Taste: Good to Very GoodService: Need trainingHygiene: Very poor. During cleaning, they pour the used tea from customer cup onto the lazy suzy and wipe it. Why cant they used spray?????? After that, they placed all cutlery such as chopsticks onto it and ready for setting. Isn't it so dirty? It is a used tea cup. Staff used saliva to unfold the table cloth and later proceed to set the plates and bowl. Yarkieeeeee. So dirty and not hygienic. ",3,2015-10-21,Grand Imperial Restaurant @ Bangsar Shopping Centre
"John KNewcastle, Australia",Upmarket Chinese Restuarant,"This restuarant was upmarket and more expensive than what we usually eat at. We only went for the Beijing Duck and it was quite good very crispy skin well cooked not fatty meat. It was carved at the table and I couldn't complain about anything food wise. The staff were a bit hard to communicate with in English, we had the half duck and with it you can order one other duck type dish do the Beijing Duck, we wanted the soup but ended with the crisp salt and pepper which was good, quite a large meal for two persons. The meal price tends to creep up with charges for towels and nibles we didn't order.",4,2015-09-09,Dragon-i Peking Duck Restaurant @ Pavilion KL
"DanielasQ598OKPSingapore, Singapore",Super disappointing ,Decided to enjoy a cup of coffee with a croissant in this luxurious coffee place!Guess what? Was not possibleNo croissants ( despite being on the menu).Offered to have a slice of bread if I am hungry!Needs really some management! And rather sooner!,1,2018-10-01,Lounge on the Park
"meimika55Honolulu, Hawaii",Breakfast buffet was delicious,"We had the breakfast buffet during our stay. Breakfast hours was from 6-10. Great selections of food. There was Indian curry's,pastries,cereals,sausage etc. There is also an omelette station where they cook in front of you. I would definitely have their breakfast in our next stay.",5,2019-04-17,The Mill Cafe
"ForeverHappyMalaysiaPetaling Jaya, Malaysia",Best Yemeni food in Klang Valley,"I used to get my Yemeni food cravings fixed at Maharba, they served really delicious Yemeni food both at Publika and Curve but had to closed its door to pandemic. Their chef was sent to become the 2nd chef at Syrian House . Then I have been trying to find another Yemeni food outlet and most are lousy until I found Wadi Hadramat. I could get back the lost tastes once again and their staff are always courteous and accommodating. I didn’t mind drive from Subang Jaya to Ampang as it’s really worth it. Hope more people will come to know this great place that serve really yummy authentic Yemeni food.",5,2022-02-21,Wadi Hadramawt
Jhar548,Presentation is good taste is not great ,"Ambience is fine, restaurant atmosphere is good. When it comes to taste, food is not upto the price range ..bit pricey. Service is good. Can visit if you want to taste more Malaysian flavours.",3,2017-12-12,Madam Kwan’s
PaulRW64,Excellence and inspiration,"Whether you are staying at Traders Hotel, or not, I implore you to visit Bara on Six to dine. It is difficult to settle on the right superlatives for the Chef's innovative menu, the delivery of which surpassed my wildest hopes. Unique, complex flavours, textures and temperatures that sing a heavenly song to the sheer delight of your tastebuds. To the Chef: my gratitude for one of the finest meals I've ever eaten - faultless.",5,2024-02-24,Bara On Six
"Tompacey0710Perth, Australia","Great restaurant, very pricy","Cannot fault the food. Service was extremely attentive and beautiful scene set inside. Do not be put off by the location and surrounding construction work. Beware 100 MYR more than anywhere we have eaten throughout our time in Malaysia. Set back 350 for 2 main, 2 desserts, 1 beer and 2 cocktails.",5,2019-05-13,Sassorosso
WongL661,Wonderful birthday lunch!,Food is awesome as usual. Staff are always courteous and very friendly. This is my second time here and will be back!,5,2022-12-11,Aliyaa Island Restaurant & Bar
David393,Awesome,This looks s the second time in six months - it was outstanding first time and even better second. Amazing flavours and colours. Outstanding service,5,2023-10-21,Samad Al Iraqi Restaurant
"wynee_teeKuala Lumpur, Malaysia",Do you even beef?,"Big sized expensive cuts that gets overcooked on the outside, for over a cm in. But I suppose that’s what you get when big cuts of steak is cooked alacarte. Wood fire cooking is just a fantasy. The cauliflower panna cotta was a joke. Sides were small and pathetic for a concept that should be focused on meal-sharing. RM20 for portabello and you only get one and a half piece. Yeah, it was halved. How desperate can a restaurant be? Also why would a tomahawk be more expensive than rib per gram when you pay for more bone?Just a pretentious experience for those who know nothing about enjoying steak.",2,2018-02-16,Vantador
NottmRichNottm,Birthday dinner ,Found the food poor. My wife's mussels were cold and sent back to be warmed and sent back to the table. We didn't pay for them . My curry was the worst in 40 years and nobody out of 10 people said it was great. Disappointed on what should have been a great night.,1,2017-03-09,Signature by the Hill @ The Roof
HanimT6,Buffet dinner with wonder host Ms Rosshiela,"Last minute plan for buffet dinner, with our favourite seats were met on a Friday evening. Western selection and dessert variety are very nice.",5,2023-03-11,Nook
"rudicheuKuala Lumpur, Malaysia",Very good Japanese food,"As the mantra of ""you get what you pay for"" goes; the food at Zipangu is on the pricey side; but as you take your first bite, you understand why.We ordered the salmon and cod lunch sets respectively and were not disappointed. The fish was fresh and of good quality and the appetizers were satisfactory as well.Overall a good, no frills dining experience. Would recommend.",4,2019-06-22,Zipangu
Joe J,Best meal in trip,After 6 days having meal in mall and hotels.  Local relatives bring us to this restaurant.  Its the best meal in my 2 weeks trip.  kids and senior also enjoy this meal as well. be sure to try roasted duck.,5,2022-10-07,Restoran Sek Yuen
"MaithengKuala Lumpur, Malaysia",Lisette is disappointing,"I went there in June last year and wrote a great review. I had their buffet and it was truly fabulous. I went there today and what a disappointment. I ordered a quiche that was served in its aluminium cover and not very tasty either.... heated up in microwave! And a kale salad with really very little kale and a mayonnaise on the side HUH??? My dressing was definitely not an anchovy dressing and that was RM22 for the salad  Moreover I had to wait a really long time to get my salad and by the time it came, everyone was finished with their food! It looked dry and below average. They have extended they place so it does not look as nice as it did n the past and i think they are cutting down on all the ingredients when it comes to food. Not sure I want to go back! Can't recommend this place anymore. Bad service. Poor food. My cost RM40 ",2,2020-03-04,Lisette's Café & Bakery Bangsar
PikaPikaa,The one and only,"Been here multiple times Chef Darren never disappoints. I always believe a true chef narrates in his food, you know from the first bite that you're in the presence of an artist. Every single ingredient makes perfect sense for one another , together they take you and your palate on a fantastic journey. IMHO DC tops my list of 3 places in KL that have perfected the art of fusion cuisine without being gimmicky or pretentious, synergies the best of contrasting cultures. This is a place where one could savour premium seasonal produce with solid skills and mad talents. Service is also one of the best, knowledge staff who are personal but not intrusive. What you get is a humble, understated team that stays true to their passion. DC is one place that makes Malaysia proud and i look forward to more exciting development for them. ",5,2017-04-25,DC Restaurant
J-Bap-V,"No time for proper lunch, grab a wrap at LG2G","That's where I usually buy my breads and Danishes in KL.
Moreover, their chicken wrap is an excellent value for the money deal, and it's succulent. they serve Illy coffee, probably the best coffee in the world.",5,2016-12-02,Lemon Garden 2GO
"JustinChan1996Petaling Jaya, Malaysia",Reasonably priced sushi Sets with Premium ingredients!!!,"I visited Hanaya the second time to try out their lunch sushi set ""Matsu"" and I was glad that it exceeded my expectations that for 100 ringgit, I can savour premium ingredients such as tuna belly and sea urchin which can only be found in more expansive sets. Thus, this makes it one of the most value for money premium sushi set in any restaurants in KL.The ingredient list of the sushis are as follow(in order):Alfoniso (Kimedai)Amberjack (Kanpachi)GrouperKinfejaw (Ishigaki)Hokkigai clam (raw surf clam)Akami tunaSea urchin from HokkaidoSquid with shrimp pasteOotoro tuna(tuna belly)Negi Toro and Kappa rollTalking about the sushi, the sushi neta(toppings) are well seasoned to complement its taste of the fish itself but I do find the topping portion to be too big compared to rice portion. This means that when I will be still chewing the topping after I finish chewing all the rice. A balanced portion of topping and rice will work out better in that case.Regarding the service, it would be better if there is better communication between the server staff and the sushi chef as the appetizers after the first few sushis which should not happen at all. Other than that, the quality of service still holds well since the last time I visited there.",4,2015-11-05,HANAYA Japanese Dining
"CrystalismKuala Lumpur, Malaysia","Horrible salty noodles, raw veggie, too much MSG soup","I bet you've seen this famous Soong Kee noodles in some random foodcourt. It became so famous that they have branches all over Klang Valley now. Decided to pay a visit to the original shop and it was a complete letdown. Noodles were not properly done (you know it's slightly raw when it's not really cooked), too much oil, and boy, those bitter veggie. Urgh. No more next time. The beef balls were rather normal, like the ones you can get in the market. Soup is so bland, full of MSG flavours only. Noodle only rely on soy sauce, pretty much just salty and kicap taste, nothing else. What is there to shout about? I'd rather go for Ngau Kee Beef Noodles. I'm actually disappointed because I thought the original shop would maintain some sort of standards. In fact, I wasn't the only one who felt the same way. Shouldn't they consider increasing their QC or train their staffs before serving to customers?! Though, if you're after something quick, this would do justice. Food were all served in less than 5 minutes even before the drinks arrived. Call me bias but they kept switching people to prepare the noodles so it because so inconsistent. Our noodles were prepared by foreign workers while the old Chinese uncle was having his lunch. Thus, quality is probably lousier having even simply thing like veggie being uncooked. I'm surprised this place lasted until today.",1,2016-01-12,Restoran Soong Kee
Quest38618013924,Best in town. Excellent service,"Wonderful service, excellent food Sisha, Zura and Chyler. Awesome ladies, full attention to my needs. Very warm and welcoming.",5,2024-03-09,Iketeru Restaurant
yeancek,Excellent MO Sandwich!,"I have written s short review on MO Bar as an integral part of my MO KL review. If anyone interested in it, one can find the link at the end of this review.I am impressed by MO KL Bar. It has an open space concept, and yet doesn't loose the sense of intimacy and privacy, thanks to the clever use of the rounded bar in the centre. I was sitting at the back of the bar. A very polite and gentle waitress came to serve. I chose the MO Sandwich... and never regretted it. while waiting for the order, I needed some extra service. So, I attracted the attention of a passing-by waitress. Well... it suffices to say that the initial impression I received was not great.I mentioned this in my previous MO KL review. Shortly after, the manager of MO KL wrote to me, apologising for what has happened. So, in conclusion, I must admit the the management is serious in offering the best service possible to clients, which is laudable.So. For those who feel peckish, wanting to have a bit of a nibble, I recommend the delicious MO Sandwich!My previous review on MO KLhttps://www.tripadvisor.co.uk/ShowUserReviews-g298570-d301416-r572774044-Mandarin_Oriental_Kuala_Lumpur-Kuala_Lumpur_Wilayah_Persekutuan.html",5,2018-04-20,"MO Bar at Mandarin Oriental, Kuala Lumpur"
"WanikCopenhagen, Denmark",THE Italian restaurant to go with the Family in KL,"Having been nearly 3 years now in Kuala Lumpur, we only heard about Tatto recently through friends's friend. We went there twice during the last 10 days during Xmas break and we have to admit that we found a new ""best place to go "" in KL. The reason why I say this is because it is true Italian food: home made pasta and pizza, real ""veal"" milanese etc. Portion are perfect size (home made dessert are crazy good) and the price are VERY fair. Bottom line, finding an Italian restaurant for the family (5 of us including 3 kids) has always been an issue in KL in our eyes and we have clearly found it. The (important) cherry on the cake is the service: consistent, super welcoming and professional which is not a given in KL. ",5,2014-12-29,Tatto
Eve C,really nice,"staff all kind, food nice.
especially i like chicken rice in here.
and tomka also i want to recommend.",5,2016-02-27,"Ekkamai, Batai"
"tasslee57Kuala Lumpur, Malaysia",Food,"Service is fast and the food is fantastic. I'm an old timer for the restaurant and the seafood i.e. Seafood is Crabs, Lala is highly recommended. Try it and you will agree with me. They have been operating for more than 40 years and their initial location was at stadium negara.",5,2017-06-30,Restoran Stadium Negara
W1180OO,Good Sashimi,"Not the best Japanese restaurant around,  but they serve nice sashimi, and the miso soup was good . The seating is OK, and the service Ok",4,2016-04-17,Sushi Zanmai
"RudieVenMuar, Malaysia",Always a great time,As usual it was great stopping here and having decent food. Baby enjoyed it and naturally we also enjoyed the awesome hospitality and food. Parking was quick to find and only MYR5 ( close to the door ) the pool helps you relax and the fun and laughter of the pool is a great background for a relaxing day.Food was awesome as always.,4,2016-07-30,Out of Africa Restaurant & Kudu Bar
SUMONAHMED123,"""OVER ALL EXCELLENT""",Delicious food” Staff are friendly and helpful. drinks is excellent...Highly Recommended Pranic juice must try,5,2021-07-02,The Ganga Cafe
malaik74,Nice Introduction to Indian food,I like it a lot...family loves it too...may not be the best...but fair pricing...Located very near to KL Sentral...and Little India...,4,2017-06-20,Gem Restaurant
HongKaiChoo,Lovely dining experience,"Different range of choices, fine ingredient, great taste, thoughtful presentations, and welcoming staffs.",5,2019-12-27,2OX Two Ox
lasantiag0,Heaven,"WOW , Heaven , Can't for another bowl of this noodles...

visiting kuala lumpur without trying restaurant kinkin is not complete

you must try...",5,2017-01-26,Kin Kin Restaurant
Cherrymar P,Breadsticks to ease your nerves while waiting for the meal to be served,"I thought the meal would be as good as it is located. The food is average which was served after a long time, hence we were brought a dish of breadsticks.. We ordered and had to wait. I asked for a wi-fi but I was told we are on the second floor so there's not much signal. ",3,2016-02-04,The Loaf (Pavillion Kuala Lumpur)
sangeenaren29,Yummilicious crabby  adventure,Authentic mouth watering crabs served with freshly baked bread along with thick gravy. Taste was spectacular and just out of the world.. price was reasonable .. definitely leaves you craving for more,5,2021-07-15,Fatty Crab Restaurant
Pobyobs,Lunch,"Great lunch here the food was amazing and the flavours were great,I follow a gluten free diet strictly and they were excellent here,gluten free black bean browie was lovely too,staff were great and restaurant lovely,5 stars from us",5,2019-07-28,Sala Vegan Plant-based Tex-Mex Restaurant
Skumar1993,Dinner with colleagues,Nice place with very nice ambience. Shahril took good care of us throughout our whole dinner and ensure we had a good time there.,5,2022-09-08,Gastro Sentral
Delishfoodie247,Great for family and friends,"A pleasant evening in a spacious restaurant with a wide menu, good food and attentive service. A little pricey but the food was tasty and kulfi was delicious. ( unfortunately many dessert items were unavailable that day.)",4,2019-10-04,WTF - What Tasty Food
per7se7,Have breakfast here,"Delicious roti canai, rojak, and teh tarik, for a tiny fraction of what you'd pay in Sydney or Melbourne. If you're staying nearby, definitely check this place out.",5,2019-02-11,Nasi Kandar Pelita
Thomas A,Ho hum,The food is really pricey for the type of restaurant. Place is quite dated to suggest the premium we were paying.Service was also below the mark as the foreign waiter didn't understand what we were asking. Female cashier insisted on playing the music loudly to her choice. Hardly makes conversations possible without speaking loudly as well. She also ignored our request to snap our group photo! To top it all they didn't accept credit cards for payment. You need to bring your own sachet of patience with you to enjoy the place!  I guess most foreign visitors staying here would not be able to differentiate the price and service to be discerning. I would give this place a miss. ,1,2019-12-09,Layali El Sham Restaurant
Neilmtl,Ok service but lousy food,Went here for a quick lunch.  We were surprised to see that they allowed people to smoke in the restaurant. Ordered the burger and the pastrami sandwich and both were disappointing. Cleanliness is also an issue.  Will not be going back.,1,2019-03-09,Arthur’s Bar & Grill
Navigator49115624150,The best hotel so far! ,Would highly recommend this hotel to my colleagues and friends definitely! EQ is a phenomenal with a view. Try and check out Sky 51! ,5,2023-10-11,Sky51
Irina FFlorida,Can't wait for my free cocktail ,"We decided to look on Trip Advisor for a restaurant nearby the One World Hotel and we found this one that had very good reviews and was top top-five. We get to concierge to ask about reservations and he said we could walk in---sure enough we were super excited to find out that there was a table open once we arrived at 6 PM the time of opening for the restaurant. We got a great table with a view of the city however, the weather did not hold up and we weren't able to see that gorgeous skyline and the sunset that would've been. For starters, we ordered the duck wraps, however the duck meat was not warm and the wraps were way too toasted. For a main course my friend and I decided to share the lamb shank which was a perfect portion for two. The lamb was extremely savory and tender which is a high-grade coming from an Australian friend. For dessert we ordered the chocolate lava cake -it was marvelous! On the menu it doesn't say spicy, but once the waiter brought it out, he announced it as the spicy chocolate cake. Ps. The lava cake took 20 minutes to arrive just FYI. Overall, great dinner for our last night in Kuala Lumpur. ",4,2017-02-28,Signature by the Hill @ The Roof
"Sasi_KrishnanKuala Lumpur, Malaysia",Quality food,Always a good place to dine with family and friends. The food quality and service level has been always consistent. Nice ambience too.,5,2018-07-07,Toh Yuen Chinese Restaurant
"Vernon LKuala Belait, Brunei Darussalam",Great thai fusion restaurant,"A friend treated me at this restaurant. Food was delicious and very fresh. Most food are familiar thai ones fused with interesting new ideas. We came in at a busy time so it was rather buzzing with both family and couple types enjoying their dinner.I thoroughly enjoyed the fried pork, brown rice, green curry chicken, tom yam and desserts.There are obviously more things to try. Hope to come back another time for them.The lighting in the restaurant especially made the atmosphere comfortable.I couldn't rate a number of things like the value, bar scene and outdoor seating because they were not applicable.",5,2014-09-19,KomPassion
1010255100,Wonderful food. Great staff,The Big Apple have a great variety of food and the service is first class.  It is a very nice place to have a meal,5,2013-10-11,Berjaya Cafe
Tracie0909,Good ,"Simple looking restaurant from outside. Clean inside.
Nice cooked fresh hot food.
Good value for money.",5,2019-11-11,Tg's Nasi Kandar
Amanda W,Taste good,"Food and green tea drink are delicious and nice, staff service of Hana is good too.. environments feel comfortable for us..",5,2024-02-17,Kampachi Pavilion
"claytonjayscottSeaford, Australia",Liked a lot,"This is a nice restaurant, the ambience is very pleasing, and the service is excellent. I ordered the meat Thali, which was very good. Could have been a bit hotter temperature wise. I had to rush so I will take a more extended, more relaxed meal with my wife and get a better feel for the menu. I will be back.In terms of price the Thali, a beer, and water I paid 91 ringgit, not super expensive.",4,2019-06-25,Bombay Palace
"794susiehNottingham, United Kingdom",it's ok.,"Bread is good. I don't eat pastries. Coffee is good too but the breakfast menu is super limited and even though the staff are lovely, it's not my bag.",3,2016-11-27,Yeast
"mengl2017Kuala Lumpur, Malaysia",Best ramen in Kuala Lumpur ,Went with my 3 friends. It was perfect as this restaurant has 4 different styles of ramen/broth and we tried all 4 types. They are all just as good and all of them are unique. At the end of the meal we couldn't decide which was our favourite. They were all just as good. The annin tofu is a great dessert to finish off. Service was excellent too. ,5,2017-02-12,Bankara Ramen Malaysia
noorrohanakamaruddin,Outstanding food & ambience,"Had prebirthday lunch w my bff. We had cucur udang s appetizer & main course of sambal petai udang, rendang S'gor & kerabu paku w nasi lemuni & nasi telur T'ganu & finished off w bubur som2 & cendul. We enjoyed the delicious food & beautiful deco immensely",5,2021-12-07,De.Wan 1958 By Chef Wan
"Kim TPhiladelphia, Pennsylvania",Hmmm. Sai woohhh,We stumbled upon this restaurant and thought we give it a try. The crispy pork and fried salted soft shell crabs were not not. The pork was dry and very small. The soft shell crabs were fried w alot of flour and soaked in oil. Do not get them. Their fried rice and soy bean sprouts were good. ,3,2017-10-20,Sai Woo
adyeoh,Good food and good service!,"Service is prompt and efficient. Rafat has been awesome in his service!

The egg benedict bacon is delicious! Definitely coming back for more!",5,2019-11-01,Antipodean Atria
427kcl,Good food and service,"Thank you so much for the ATAS Team, who deliver the best hospitality.  Appreciate Vincent and chef ! Good food . Love it",5,2022-05-12,ATAS at The RuMa Hotel & Residences
Danique v,Great service and delicious food!,"I had a very wonderful diner at chambers grill. The signature wagyu burger is deliciously cooked by chef Aiman, Jayden and Zimai. Cozy atmosphere in the restaurant. Fast and great service provided by Azu, Nic, Jesse, Lennart and Daniel. Make sure to visit when in Kuala Lumpur!",5,2023-11-20,Chambers Grill
"ctme2016Ipoh, Malaysia",Yeast n coffee?,"A friend took us there to have coffee after lunch elsewhere, so we each had a cup of coffee of our choice, and shared a few snacks. It was very quiet at around 2pm, and apparently they were not fully staffed then, as the choice of snacks was limited. The coffee served was good, but my cup was spilled a little by the waitress, which spoiled the look somewhat.",4,2016-08-08,Yeast
9AlexK,Great food and service,Great food and great service as always at Toh Yuen! Enjoyed our experience coming back here since pre-pandemic and it continues to be good!,5,2023-04-21,Toh Yuen Chinese Restaurant
"ikeeboyKuala Lumpur, Malaysia",A wonderful evening,Went to brasserie 25 with friends last saturday and boy was i amazed.Service was excellent.A very knowledgeable and attentive server by the name of Jafar makes our saturday dinner a memorable evening never to be forgotten.Food was great.Plating was great too.Kudos to hotel stripes kl to have a good and hospitable staff.Will definitely come back..,5,2019-10-07,Brasserie 25
"Ugito69Madrid, Spain","Good location, below average food","As a Spain native I take the liberty of considering the food at la Bodega mediocre. All the dishes we ordered were very bland, specially the paella, probably the worse I´ve ever had, completely tasteless and over cooked. The venue is nice if you want to have some drink in Pavillion, specially on the evening when it´s lively. I wouldn´t go again for the food, there are better places in KL to taste real Spanish food.",2,2017-10-29,La Bodega Pavilion KL
aastyre99,Very Bad,"I ordered pasta and chicken wings and pizza.

The chicken wings were bad with very bad taste.  The pizza size is so small and untasty. I will not visit this Restaurant again..food is not delicious at all.",1,2018-09-10,Fuel Shack Signature
"izwanbasukiKuala Lumpur, Malaysia",Resort Cafe Sunway,"Was here during Ramadhan. They offer a good variety of foods. This time around, the seating was not too crowded as before. Surau is available at 10 floor.For Tripadvisor, please amend the city. The cafe is not located in Kuala Selangor, it is in Subang Jaya",4,2019-05-22,The Resort Cafe
Gordon Y,Superb Ramen!,"When it comes to ramen, Santouka is probably the best in town. The pork cheeks, the 'shio' broth is absolutely heavenly. Just be warn of the slightly hefty price and the long queues.",5,2013-04-09,Hokkaido Ramen Santouka
"Tat_TatchaiBangkok, Thailand",Best Char Siu,"The best place in KL for Char Siu. Really good...looks really fatty but don’t feel that way at all when you eat as it’s so juicy and tender inside, while the crust is slightly crispy, sweet, and aromatic. The fried tofu with crispy shrimp is great too.",4,2018-08-08,Overseas Restaurant
ramsij2016,Wonderful Party Venue,Delayed review....I had arranged a function for 150 person and gosh it was the best decision as everything was taken care by the restaurant with ease. We had barely spent on minor decorations as the place was already awesome looking. Food was replenished on time and our guest enjoyed it as it was fresh and hot throughout the night.. Projector and music machine was included FOC and that was so helpful for our function... Overall its a grand setting for a small price and many of my guest was surprised of such a gem existed in the heart of KL... Definitely many more functions in future.. Keep up the good work,5,2020-12-17,Aryan Restaurant
"OliveKL2015Kuala Lumpur, Malaysia",Farewell Party,"We organized our farewell party at Pisco for up to 60 friends. Nicolas and his team were very responsive and gave us some good advice. But above all, the place, the food, the music and the drinks were fantastic!! I strongly recommend Pisco if you wish to organize any kind of event! Olivier",5,2017-06-21,Pisco Bar
sheunh,Food and wine,Nice pizza and sandwiches! Food are served promptly after orders are placed. Good to eat in. It is right beside chili's but way better than them!,5,2019-10-04,Antipodean Mid Valley
"JeanbeauchantSingapore, Singapore",Pastries need an up to date,I had a lunch with a hot sandwich which was tasty but served with watery coleslaw.The worst was the pastries. I had a pear caramel cake that was without pear and heavy (too much gelatin).I took away the macarons which are not macarons but meringues. Is someone in KL can teach how to make macarons?!,3,2013-05-19,Lemon Garden 2GO
fransiscaolivia,Chicken wings!,"If you love chicken wings, you have to try WAW’s special chicken wings! It taste different with other chicken wings. Crispy and tasty. I also like their nasi goreng (fried rice). It taste good also!",5,2018-07-12,Wong Ah Wah
