Author,Title,Review,Rating,Dates,Restaurant
Graham M,Best pizza we had in Italy!,"Oddly enough.... the best Pizza we had in Italy was just steps from our hotel (Doubletree Rome Monti). Wish we would have gone back, but they close early on Saturday and aren't open on Sunday. If you get the chance - Go!!!The crust is sooooo delicious and the variety is insane! Great little lunch spot :)",5,2024-01-27,Pizzeria Mediterranea
crossy53,Worth the queuing,Worth queuing for!!the food is amazing and the staff are very entertaining!Fabulous pasta and the desserts are just the best!!,5,2024-02-06,Osteria da Fortunata - Pellegrino
T8121UOkatherineh,Great place to eat,Wonderful gli sfizi. Really crisp batter & tasty filling. Stuffed squid excellent & roasted brill brought from kitchen on bone to see if done to customer’s liking. Lovely touch. Was beautiful- perfectly cooked. Good & reasonable wine list.,5,2022-06-01,Il Ragno d'Oro
Nune H,Great food and service,"If you like to taste different kinds of street food when you travel, this is the place to go! So many different kinds of pizza and such great service from the friendly pizza maker. Highly recommend!!",5,2020-02-13,Scialla The Original Streetfood
rebeckaa803,Great,Food is good. Great service. Amazing vibe. After we ate we decided to stay and drink. Overall a great experience. Pizza was good. Pasta was also really good. We recommend the hummus for appetizer!,5,2021-08-30,Origano Trevi
X8554LGmarcod,Ritrovo di amici prima delle vacanze,Ottima birra e delle patatine molto gustose. Anche i fritti ottimi. La prossima volta proveremo il mega panino da mangiare con tutti,4,2022-07-19,Gezin Pub
Elaine M,Always amazing ,"Have been coming here for years, every time we visit Rome & it never disappoints. Friendly wait staff & amazing food. Centrally placed and reasonably priced. What's not to love!",5,2024-03-09,Er Faciolaro
C9144CWsarahv,Good food and very friendly service,"We sat outside, it was a nice place to sit. Good food, nice experience where the ober took us into the restaurant to look at the fresh displayed food: lobster, krab, fish and meat. The ober was very friendly and professional. We had a great time here on our last night in Rome.",5,2022-09-20,Papa Rex
TripSavvyMom,lovely,"lovely place, nice vibe, great location, great tasting food and reasonably priced. well recommended!",5,2019-12-27,Origano Trevi
leendawoman,This young chef is brilliant!,The clam gnocchi with zucchini flowers is to die for. I love clams but this was off the chart delicious with just a kick of black pepper spiciness. Divine. Everything was cooked to perfection and beautifully presented. Go here!,5,2015-06-16,La Dispensa dei Mellini
"etandmaHartland, Michigan",Benissimo! A great experience!,"We had dinner at the Hosteria La Stazione and were very impressed. It looks unpretentious from the outside but our meals were reasonably priced and delicious. The beef tenderloin was grilled to perfection! And there were gluten-free options with pasta that actually tasted good. Our waitress, Zeh, was professional, knowledgeable, and friendly. It made us feel at home and not in a tourist trap. On top of that a great wine list so it was in all a wonderful experience.",5,2023-12-15,Hosteria La Stazione
Filipe X,Excellent,"Excellent! They have great meat balls, drinks an awesome homemade tiramisù. Also very good beer!!!!!",5,2019-05-14,Divin Ostilia Wine Bar
"Nikki-leigh PCape Town, South Africa",You have to eat here!,"What an incredible evening we had at this restaurant. The loveliest, warm, friendly people who run the place and make the food. Feels like you are going to a close friend for dinner and the food is EXCELLENT. Zucchini filled flowers to start, homemade pasta for our mains (the best carbonara out there), and tiramisu made-to-order for dessert. Would go back in a heartbeat!Worth mentioning: their taste in wines is on point. The best red wine I’ve had on my trip through Italy so far. ",5,2023-09-30,Tocco Ferro
Voyager32988920211,5* pizza,Stumbled across this amazing little pizzaria for our first slice of pizza in Rome! Amazing! Would definitely visit again.,5,2022-04-18,Zizzi Pizza
"RoxyBChicago_ILKildeer, Illinois",Amazing. A must try!,"We were blown away by this place. We know good pizza since we are from Chicago and are already planning to come back during our visit. Huge selection of gourmet pizzas, gnocchi and croquettes. We had the garlic and honey pizza with onion and bacon and the Pomoporcina pizza with porcini and roasted bacon as well as the pistachio and speck pizza. All 3 pizzas were excellent. The inside of the restaurant is nice and well as the outside seating. Owner was very nice and helped us in not over ordering because we had such a hard time making a decision. You won’t be disappointed.",5,2022-06-16,Pizzeria Il Grano
"Mikaela CNew York City, New York",Delicious hotel restaurant!,"Normally I’m not a big fan of hotel restaurants. They’re usually convenient but the food is not that great. In contrast, I Sofa has amazing food. Their lunch caprese is fantastic. The mozzarella is some of the best I’ve ever had. Their dinner was great too. I loved the cacio e pepe. Perhaps the best I’ve had so far in Rome. Perfectly al dente and flavorful sauce but not drowning the pasta. Finally, the staff is very kind and the rooftop is beautiful. Lovely weather and ambience and a gorgeous view of the city of Rome. I’d go back!",4,2023-09-09,I Sofa Bar Restaurant
"574paulinafNottingham, United Kingdom",Home made food. ,"It's a very small home like looking restaurant. Excellent food for cheap prices. I had veal in wine sauce, it was absolutely delicious but it would be nice to have more potatoes, as there was plenty of sauce. My partner had artichoke lasagne, I have to say that I became a fun of artichoke after my visit to Rome. The only suggestion I have is to print off couple of menus in English. Gracie for lovely food. ",5,2018-12-02,Alfredo e Ada
"iand170Chester, United Kingdom",Amazing!,"As a solo traveler it can sometimes be hard to find a nice place to eat and feel welcome, however, Pizzium did both of those things! Staff were very friendly and pizza was delicious. I was made to feel very welcome and there was a really good vibe in the restaurant... I wish I found this place sooner. Grazie mille ",5,2019-06-21,Pizzium - Roma via Piave
"irishnzWellington, New Zealand","Great food and service, wonderful","Our best meal in Rome, a modern and lovely restaurant near the river and walking distance from our hotel, and can be booked online via TripAdvisor. We did the chefs menu (five courses) and even that is flexible if you don’t like one of the options. We were very full and enjoyed the wine pairing. Both waiters were friendly and knowledgeable and introduced the food and wine. Special mention for the delicious clam ravioli, the sauce was spectacular. The amuse-bouche started the evening very well, again delicious flavours. Very happy we went to this restaurant. ",5,2019-07-23,Giulia Restaurant
"AlexDixoonLondon, United Kingdom",Lovely Authentic Italian ,"We found this little place when the restaurant we intended to go to was fully booked. It was a very pleasant treat and the food was delicious. The staff don't speak much English but are extremely accommodating and eager to help understand the menu. Fortunately a couple on the table next to us translated our order for us! We had three courses and it was less than €80 for the two of us with drinks, would totally recommend!! Very authentic.",5,2017-05-11,Saluzzo al Nove
Passport43217017362,Very pleasant day,"An experience without a doubt worth repeating, a joy not only for the palate but also for the sight. Qualified and kind staff who make you feel at ease throughout the experience",5,2024-01-02,Ornelli Black Angus Steakhouse
sandradR810XS,"Great food, excellent service",Really nice food and superb service from the manager Juppy. Can’ t wait to go again. All tables were reserved but he managed to squeeze us in,5,2019-12-19,La Pratolina
silvaja01,Good Food - Good Wine,We ate here while in Rome and it was one of our better meals.  The food is very good.  i have Lasagna and Leslie had the eggplant.  Wine was excellent and we found Port!  Not just Port but Niepoort!,4,2018-11-06,Astemio Wine & Food
davidsonandmarlboro,The one to remember,"Ok, you're in Rome and looking for something special. There are so many options that you are struggling to choose. Think no more. Kisa is the place. Authentic. Delicious. Affordable. Re-discover your perception of the Italian seafood cusine. I promise, you won't be dissapointed. The owner of the place, Cristiano, meets all guests, making sure they will have the best experience possible. The man put his soul into the place, you can feel it from the first second.The menu is not big as at any gourmet restaurant. I'm not a seafood expert, so I was simply following recommendations. Do not remember what I was eating exactly :D, but I still do remember the taste.P.S. Yes, it's a bit outside the touristic circle, but you are looking for something remarkable, right?",5,2019-03-30,Kisa Cuisine & Lounge
alex139139139,Evening dinner/drinks,"Atmospheric spot in Rome, great food, music and drinks, staff were fantastic and generally a really chilled out and peaceful spot with tons of character.",5,2023-09-17,Baguetteria del Fico
Navigator40592623913,Dave is a superstar ,We were recommended to come here by a friend of mine and we were very impressed by the amazing service provided by Dave. The food was ample in portions and delicious. Everything was reasonably priced! Get the focaccia to finish up all the sauce from your pasta for sure. Thank you Dave and Dania for a wonderful evening. ,5,2023-11-30,Nannarella
Michela M,Incredible Food 10/10!,"I can't help but recommend this incredible restaurant! The food was out of this world, super tasty! I highly recommend the truffle pizza and cacio e pepe pasta. They offer many gluten free options which is also a plus as our friend is celiac!",5,2023-11-13,Pizza in Trevi
Claire M,Excellent Food and Service,"Having just arrived in Rome we were hosted by Sig Momi and the food was delicious.
Just what we needed to start our Rome adventure.
The food was about €17 pp",5,2023-05-16,Casetta di Trastevere
J2726UBlisad,"Not for gluten free people! No options for GF pasta, pizza, dessert or even potatoes.  Service not great.","They have NO options for GF except meat. The salads, potatoes and crème Catalan contain gluten, sadly. Also, service was inattentive. Would not recommend.",2,2022-08-21,Osteria Luci in cucina
hugibr75, A little piece of heaven! ,Warm friendly welcome for tired tourists from Vatican City. Inexpensive place to recharge your batteries with a nice glass of house red and a coffee and a little antipasti. Highly recommend.,4,2016-11-29,Fres&co Coronari
simontk,Great Pasta at Cheap Prices with fast Service,"This is a pasta takeaway restaurant with indoor seating, ideal for a quick bit and a cold beer, they even have individual bottles of prosseco! Tasty pasta in minimal and clean surroundings just minutes away from many of the main sites of Rome.",4,2019-01-18,Il Pastaio di Roma
"G6859HXsebastianbMilan, Italy",Great lunch - real food of Rome,"After a business meeting nearby my colleague and I decided to have lunch in this place, considering the good TripAdvisor ratings and also the fact that my colleague doesn’t tollerate gluten.We arrived at the place which is very local and easy and the welcome was friendly and warm. I asked for an entree and a carbonara pasta, my colleague bruschetta and carbonara gliten free.The carbonara was the best I’ve ever had, creamy and tasty.I reccomend you try it if you are in Rome!",5,2019-03-19,Osteria29
nicolerT3166OG,The staff make this restaurant.,"The only good thing about this place is the staff. They are incredibly helpful and friendly. This was our first meal in rome and we have been here for 4 days and have learned its true, if its open before 7 or has high reviews its generally not very good.",2,2024-03-09,Ristorante Cotto
dad k,Sara-2pac,"Food was excellent also,waiters were smiley and very kind.I would recommend the restaurant for sure",5,2023-12-13,Tonnarello Scala
M2314QRanas,<3 experience!,The food was excellent but the service was spectacular! We were there with our kid and he had a blast! Thank you for this experience!,5,2023-06-06,Ristorante Nerone
BillyboyG,Perfect little restaurant,"Perfect little restaurant and wine bar. Freshly prepared, genuine Italian food served in relaxed, pretty surroundings by attentive and friendly staff. Very knowledgeable about their wine list - good mix of locals and visitors. Ate here on consecutive nights it was so good.",5,2022-11-05,Cantina Belsiana
Gerri T,Food & Service beyond AMAZING,"Oh my word! I’ve never been treated better at a restaurant. The food was spectacular! Authentic, delicious, beautiful presentation, etc.",5,2024-02-06,Il Ferro e il Fuoco
_nqz02,Superb Roman food,"Excellent jovial staff, very welcoming. Delicious carbonara & saltimbocca. Amazing tiramisu. Top notch!",5,2022-11-07,Il Ragno d'Oro
Beth GCalifornia,"A great place for quick, delicious, very fresh pasta, at an excellent price!","$25 euro dinner for family of 4, including beer and wine. And, the pasta is made fresh daily. Only 4 choices for pasta, but they are all amazing, and you can get the meal you need when you are too tired for a 2-3 hour long dinner, at the end of the day of sight-seeing. Delicious! I would go here often, if I lived in the neighborhood.",5,2018-07-08,Il Pastaio di Roma
Ekeiram,Delicious fresh pasta!,"Very tasty, super fresh pasta! If you are ever in the neighbourhood, do visit this little place! You can take away the food, or eat it at the small bar.",5,2015-09-28,Passioni di Pasta all'Uovo
"kokonycNew York City, New York",Pasta & salt bloat oh my,Came in on a whim with my partner. We shared 2 pastas and left without dessert. Both pasta dishes were SO salty that we couldn’t possibly imagine ordering something else from here. It’s a shame because the reviews of this place are solid. I love me some salt but not at this level.,3,2021-09-07,Bottega Tredici
christinelinn_ak2020,"Wonderful, flavorful, above and beyond ","Adorable parakeet outside caught our attention, this silver fox dragged us in with fantastic charisma and served us the best food ive had in years. Im from the us and we love our bacon, but the thick and flavorful bacon slices that were in our spaghetti were of, if not the best, ive ever had",5,2021-08-19,Osteria Corsetti 1921
James B,Neighborhood ristorante,"We went to Novecento as it was just down the street from where we were staying. We went early so it was not crowded. We had an excellent dinner and very good wine. Great neighborhood restaurant with seemingly lots of locals and not a ""tourist trap"". Service was good. by the time we left, it was getting pretty busy, which is always a good sign. Great little place for a good meal.",4,2017-10-15,Osteria Fratelli Mori
StefanieH443,Very good!,"We stopped by for antipasto, and everything was delicious! The pesto is very good. You can also buy various condiments and oils to take home with you.",4,2022-04-01,La Nicchia Cafe
Jonathan E,A beautiful evening spot,"Beautiful place overlooking Rome, great music and lovely food. Friendly and attentive staff.

An absolute gem in Rome that you must visit, and if you can, sit outside.",5,2023-10-20,Ombre Rosse
"MarkCarlinBuncrana, Ireland",Be warned,"Be warned. Lovely spot and welcoming staff. Menus show prices etc. Was recommended offered and shown fish of the day by the waiter. No mention of price so assumed is was c.€25/€30 max per person. Ordered a scorpion fish with paste and sauce (for 2, one fish) and a grilled full fish (sea bass) for one with potatoes, the other was your basic spa carbonara, one beer and 3 minerals, and starters. Scorpion fish dish (for 2) €100 and the sea bass was €100. We I questioned the price, was told it’s Mediterranean Fish, what a load of codswallop…,Waent further into town same night and the fist dishes (same) where €25/€30 per person. Complete rip off, waiter even told us the €20 (tip he added for himself) was tax - Lesson - always confirm the price. Will Never be back ",3,2023-06-21,Babbo's
Bazaco,Magnificent,"Excellent service, aperol spritz great, worth a visit. One of the best bar/restaurant in Trastevere. In one of the best streets in Roma",5,2022-07-23,Vecchia Trastevere
Reinaldo L,You can not miss this place!,"We went there with some friends, the owners are always there to kindly serve you, atmosphere is typical Italian and the protagonist is the PIZZA!!! From traditional ones to smart combination of ingredients making the best pizza in Rome area, simply tasty and delicious!!! For the quality you get the price is a bargain, Unforgetable Pizza, Lovely attention and fantastic Tulum environment, a place you’ve can not miss!!!!",5,2018-06-24,Il Laboratorio della Pizza
"Z336JWheathersWaterford, Ireland",Understated,"We were a table of seven & we were looked after wonderfully. As we had 3 people with various food allergies, our server swapped with another to nsure there were no language difficulties. Everyone relaxed & enjoyed the food the atmosphere & the good advice given on our menu choices.",5,2019-03-07,Il Porto Di Ripetta
Carl V,Magnifico!,"The food, ambience and service were simply superb, an evening we'll all remember.
We had the 7-course taster menu, beyond our expectations and every element was a delight. Would highly recommend both our choice and the restaurant.",5,2023-04-30,Almatò
Pascale V,Fantastic place.,Very Nice staff and many thanks to Silvano Janssen. Good food and drinks. Not far from Piazza navona.,5,2023-09-16,Virginiae
"DisflowingMilan, Italy",A little hidden gem,"Found this little gem in Rome, just behind the pantheon. We had Matriciana baguettes, which are a revolution!! The choice is wide - around 34-35 different baguettes for all flavors. All the ingredients are fresh and cut on the moment by the nice and passionate owner. Prices are very cheap for the quality of the food and the location — really recommended ! ",5,2019-08-16,La Baguetteria del Valle
"Steve SFalmouth, Massachusetts",Went 2 of our last 3 nights ...,"Found this place nearby our Rome accommodations and we’re returning for our final dinner; it’s that good. Started with fried calamari, never had it quite like this but it was excellent. For my main course, I substituted the fresh pasta of the day with bits of swordfish and a creamy sauce; excellent also. We shared a bottle of wine as recommended, and it was an Italian Gewurstraminer; lovely. Going back 2 days later for our final Rome dinner, says it all/",4,2018-10-02,Cantina 26
beverleyvida,"Great, innovative restaurant. Book ahead - it’s small so booking essential",This small restaurant is a treasure. Very helpful and friendly staff.  We had the crostini to start - the cheese was unforgettable. Whipped ricotta for pudding. Good wine - waiter recommendations were spot on.,5,2023-02-19,Adesso Vineria-bistrot
"615marionbIsland of Malta, Malta",Rip-Off when being presented the Bill at Al Viminale Restaurant in Rome,"I and my wife went for dinner at Al Viminale in Rome. We took 2 starters, 2 main courses, 1 desert, bottle of wine, and 1 bottle of water.Food was ok.The big rip-off was when the bill was presented to us by Italo who is the owner of the restaurant. We calculated that the total bill amounted to €61. However we were presented a bill of €83. The starters had an extra €2 added to them. the Main courses had €2 added to them. The side plate which consisted of only artichokes amounted to €16 (which are in season and very cheap to buy). There was also a cover charge of €2 which was not mentioned in the menu.We confronted the owner and he told us that he will arrange the bill to €73. Then he told us if €70 is good for us. At the end, we decided to give him €70 not to cause any arguments and ruin evening.My advice is. Food is ok and appears to be homemade. But check and check the prices of food and remember them when being presented the bill so that you will not be cheated.",2,2017-01-22,Al Viminale
868lizetw,Great place,"Such a lovely place with great staff. Pierre went the extra mile to make us happy, dragging around tables and stuff. Good vibes and good food. (Although limited for vegetarians) It's clearly very populair and people come back for it.",5,2021-10-01,Trattoria Casa Mia In Trastevere
"62KatiePortland, Oregon",Perfect,"Staying in an apartment just steps from here, but every day saw us leaving before they opened and returning after we'd had dinner. Finally, 5th day in Italy, the timing was right and we had lunch here - it is the best food we've had in Rome or Venice (granted, we've made some mistakes in our choices). To top it off, it was the least expensive. We had carbonara, pasta of day (tomato with cod - no cod seen, more like seasoning), salad (just ok), and their special potato dish with mozzarella and tomatoes. The bread was also fabulous.The service was good (maybe not exactly excellent) but we couldn't finish everything (dishes listed above for 3 hungry adult women) and our server seemed genuinely concerned we didn't like the dish we hadn't finished - that has happened so rarely I can't remember the last time.",5,2016-09-23,Osteria del Cavaliere
phoebek288,Asked to leave,"We arrived at the restaurant and the waiter said they’d have a table even without reservation. The food was all right (but not a lot of bacon in the carbonara and more scrambled than smooth). Yet, the whole dinner was very awkward. In total 3 waiters checked more or less every 5 minutes (min. 10 times in total) interrupting every conversation, giving us the check without asking, pressuring us to go. In the end they literally told us to leave without letting us finish our drinks bc apparently they overbooked the place. Very very uncomfortable experience, wouldn’t recommend.",1,2020-01-12,La Trattoriola di Luca
fredstoyda,Trying to get breakfast,"Came here at 10:30, but garçon said that they are closed because still “preparing”. We were not offered any tea or coffee to wait, just go away.",1,2019-05-15,Cafè Memè International Bistrot
Pzell28,Fantabulous Experience!!,I can honestly say that this was one of the best if not the best baguette sandwich I've ever had in my life! Such fresh ingredients and perfect service all around. The owner of this shop is one of the nicest people I've ever met and gave me his full hospitality throughout my entire meal it was such a wonderful time. I will for sure come back to eat here every single time I come to visit Rome! The food is seriously that good!!!,5,2019-11-26,La Baguetteria del Valle
704romank,Super good baguetts with fresh ingridiants,Super good baguetts with fresh ingridiants. Extra nice owner. A must try!! Also fresh juice is sooooo good!!!,5,2020-09-26,La Baguetteria del Valle
"557scarlettmRome, Italy",Wonderful experience - fabulous service ,"My husband and I visited with our two kids (almost 2 and 4) and not only was the food wonderful, but the service was fantastic! The staff was absolutely wonderful and welcoming to the kids which was very nice and appreciated. I had the fettuccini and salmon special and highly recommend it.My Husband had the fettuccini boldness which was also delicious. The kids had the margarita pizza which was a hit. Highly recommend! ",5,2019-07-06,Elle Effe Restaurant
"stuockCambridge, United Kingdom",Amazing. Fabulous. Sublime. ,We found this fabulous restaurant on the last day of a trip last year and vowed to always go back when we're in Rome. Not only did we go back but we went both nights of our two night stay at the nearby Marriott. This is the most fantastic family run restaurant I have experienced in years. The food is outstanding. The wine list extensive. The atmosphere is wonderful and the service is just perfect. Go to Rome just to eat here. ,5,2015-09-16,La Treggia
Gianni B,Servizio Ottimo e Cibo Ottimo,"Il personale si è dimostrato super disponibile e le portate sono state ottime. Antipasti, primi e torta molto buoni!!!",5,2024-03-16,Inforno Pizza & Bistrò
B1017FPdavidf,Wonderful Restaurant,"It was our last night in Rome and we wanted something a little different than the other restaurants. Great restaurant, lovely food, good wine and great service.
Definitely recommended and would return if in Rome again",4,2019-06-03,La Locanda Di Pietro
"JBG1Leicester, United Kingdom",Now we know why it took 3days to get an evening reservation,Having read the reviews we called in to book a table but could not get an evening reservation for three nights. Now we know why. When we arrived ten people were waiting to see if there were any free tables.We were shown to our table and had menus straight away and drinks order taken. We ordered a bottle of red and white wines of our choice at 18 euros each. Starters the great salad which was super and the mixed meat/ cream cheese platter. Very generous portions for sharing.Mains Spaghetti Carbonara and spaghetti Ragu plus fresh Brill and sliced roasted potatoes with a mixed grilled vegetable platter. All absolutely superb. Desserts just had the ice creams as we were quite full as the portions were good. With water all up it came to 132 Euros total so extremely reasonable. Add to this great service and a very buzzy atmosphere it turned out to be a great evening dining experience and one which we would have repeated if we were in Rome longer. No wonder you need to book a table as a majority of the guests were in fact Italians on this Sunday evening.,5,2019-04-15,Ristorante da Romolo alla Mole Adriana
ivanas603,Amazing lunch,"We visited Mazze for lunch and were very happy with the service, atmosphere and the quality and taste of food. Highly recommended",5,2019-06-18,Ristorante Mazze
"WritersblogBrussels, Belgium",Nice and informal!,"Nice location, reasonable prices and good, solid Italian food. It's short of remarkable but it's a really solid choice if you're looking for lunch or a quick dinner in this area. If you're seated outside, you actually have a view of Castel Sant'Angelo (if facing the right direction of course). The place doesn't look like much but the food is really good and the service was nice and casual.",4,2018-08-17,La Fraschetta di Castel Sant'Angelo
"DanielaZRNBucharest, Romania",Good food - probably very good pasta!,"The restaurant is nice, it appeared to be a family restaurant, which is nice! We got seated next to the kitchen, so we drooled ad ALL the dishes that came out, and 9 out of 10 were pastas, which i belive is their specialty. We had lasagna (5), and saltimboca all romana with verdure (3.5-4). And coffee (3). Overall we would want to come back for all the other pasta dishes that we saw coming out from the kitchen.",4,2022-02-28,Antica Osteria di Pietra
"GardnerpaWashington DC, District of Columbia",Multiple visits with amazing service.,"One of the best bars in Rome. Having come here a lot, it has a great bar scene whether you’re a local or a traveler. Do yourself a favor and stop in. Better cocktails than I’ve found elsewhere and amazing staff. Ask for Cossimo. Best drinks in the house. 5 stars all day.",5,2023-07-24,Zerosettantacinque
ravco35,Best place for dinner!,"Amazing food (tasty, cheap) and the best customer service :)

Nicole was helpful,  kind and very energetic.",5,2023-08-20,Casetta di Trastevere
"BoardingPass698975Howell, Michigan","Authentic, great service great food!","Best restaurant of our entire trip. The staff was so friendly and had so much fun with us. Even as far as helping me hide my entire glass of red wine spill, from my husband. The food was out of this world and the dessert was spectacular.",5,2022-07-14,Hosteria Romana
Andreea C,Amazing taste a pleasant people ,Amazing tastes and pleasant people.  The food tasted great. Best food we had in Rome  so far. All the ingredients  were ideally combined. Great wine recomandation and a great price for all. When we will be back in Rome it will be on our list.,5,2022-10-07,VIDA - Living Restaurant & Wine Bar
"lexl335Rome, Italy",Ottima accoglienza e ottima cucina,Localino prezioso quanto ospitale. Cucina romana espressa di qualita' con prezzi da battaglia. Professionalita' e cortesia. Speriamo non cambi mai. Dario continua cosi'... :-),5,2022-05-12,"Mejo "" Cucina Romana """
David H,Excellent Experience,"Well appointed restaurant wide food and drink menu with excellently presented and cooked food. A little more expensive, but worth it",4,2018-04-26,Ristorante Divo Food & Drinks
"marthaw29England, United Kingdom",Truly divine,"Just so impressed with this place. Amazing to find a restaurant with a full vegetarian/vegan menu alongside a regular menu! I ordered the vegan deep fried, nduja stuffed olives, the arancini (veggie) and the vegan carbonara. The arancini was one of the nicest things I’ve ate in my life! I also really enjoyed the stuffed olives. The carbonara was good but sickly after a while, I think I’d ask for no vegan cheese on top next time, but the seitan was incredible, never tasted anything veggie like that before. Sadly we didn’t have room for dessert.I’d have returned again and again to eat my way through the menu had I had more time in Rome. Excellent restaurant, keep doing what you’re doing!",5,2022-07-13,Rifugio Romano
"financialresinfoNew York City, New York",AMMMMAZZZZINGGGG!! :),"Eating here was the highlight of our trip! Me and my girlfriend have not found a better tasting restaurant yet! The Chef (Shirley) was extremely welcoming and sweet. When you go, you should definitely ask her for her opinion on what to eat, as she has excellent taste!!!Must go when in Rome! BEST FOOD EVER.",5,2017-02-26,20e20 Osteria Enoteca
Martha G,Amazing!!,One of my favorite meals in Rome.  Loved the pasta with black truffles.  Chicory was delicious as well. And pana cotta for dessert.,5,2018-06-25,Renato e Luisa
Diane Edith B,Great food and service,"We enjoyed last night’s dinner so much we decided to come back again, even though the food was a little pricier than other restaurants around. Olga was very warm and welcoming and made us feel absolutely at home. The truffle pasta we had on the first night and then the carbonara tonight were exceptional. Sitting outside in the warmth was truly special for our last nights in Rome. ",5,2023-10-14,Ristorante Arlù
Steve S,Ruby Wedding Anniversary Meal at the Hotel Artemide Ambrosia roof top terrace Restaurant.,Amazing!!! We pre booked prior arriving in Rome for the evening of our arrival which was also the day of our Ruby Wedding Anniversary. The staff were very polite and friendly.They were also very informative and helpful in helping us choose our food and wine. The food was beautifully presented and delicious .The view from the terrace was impressive even more so with a stunning Sunset.We enjoyed our meal so much that we also booked again for our final nights stay.Unfortunately the sunset wasn’t as spectacular.I would advise anyone wishing to dine there to pre book especially at weekend’s as it doesn’t have a lot of tables and is very popular.,5,2023-10-06,Ambrosia Rooftop Restaurant & Bar
roberto-respighiUnited States,Great Neighborhood Feel; Great Food,"We happened by this inviting restaurant when walking in the Trieste neighborhood of Rome. The menu is very innovative. Several Japanese sushi dishes are available, but this is not the reason to go to Stile. The other items that are creative take-offs of more traditional Italian dishes, and they are a very nice alternative to the delicious, but sometimes repetitive, standard Italian dishes. Service was very comfortable and professional; the wait staff really understood the food. The location is a bit far from the usual sites in Rome, but surely worth the effort to get a great meal in a Roman neighborhood.",5,2019-06-12,Stile Benaco
"truffles444Smyrna, Georgia","So good, it’s worth the cab ride","Yes this restaurant was €20 each way, but it was so worth it. Came into tonight with reservations at 2 restaurants, and decided to kill the more expensive of the two. Granted the other restaurant may have saved us €10 in cab rides.Started with split appetizer of cacio e Pepe with pistachio. So wonderful.For our entrees my wife had a veal chop, but it didn’t seem right at €19, and when it arrived it was veal meat that was wonderfully braised. Nice and tender and more than enough.I had a special, ravioli with cod, potatoes and rosemary. Great pasta again, but a simple dish. The Service stands out. The manager who was maitre’d and host went over and above to make our 2nd meal in Rome now better than night one. He might be one of the owners.I Picked this place because before of 0 poor or terrible reviews among Americans, and over 450 local Italians reviews, telling me because it is in the suburbs the locals drive sales.Thank you soooo much for a great meal.",5,2019-09-12,Meat
"302shwetarDetroit, Michigan",Such a delicious little surprise,"My husband and I were visiting Rome for about a week and a half from the US. Towards the end of the trip, we started craving some Indian food and found ourselves at this little joint. We were so unsure going there but were only happily surprised by the quality of food and service. We had the most heavenly and delicious chicken curry and naan. It was spicy in a good way. We ended our meal with an awesome cup of tea. The owner is quiet but friendly. He greeted us sweetly while we were leaving. I am pretty sure we will visit here again on our next Rome trip.",5,2021-08-30,Himalaya's Kashmir
"lamao668Beirut, Lebanon",Great simple Italian meal ,Hidden in an alley I always overlooked this simple restaurant and it was almost about to change my mind before going in. What a nice surprise I got! Beautiful simple clean space that offers great Italian dishes but always with the chefs’ twist and vision. I can say safely that I had the best salmon tartare in this part of Italy. The price range is normal which makes the meal even more enjoyable. Try it!,4,2018-11-12,Cuoco & Camicia
amirjoonHollywood,Our favorite place in Rome.,"Just made a reservation to go here for the 3rd time this week. 2x for dinner and once for lunch. Told the waiter the first time I went ""this is maybe the best carbonara I've ever had"" and he replied ""I hear this every five minutes."" Not surprising.The service is great, and it's ristorante-quality food at trattoria prices. Highly recommend this place, it's become our Rome favorite.",5,2019-01-03,Ristorante Mazze
hannahelhan1,Nice,"Lamb and steak ok, lamb and potatoes were on the dry side but we did get free bread and a small glass of prosecco at the start of our meal so it didn't feel fair to say anything. Only restaurant we ate at that did put a service charge on the bill automatically so just something to note. Waiters very friendly!",4,2023-09-04,Angelo Ristorante Trattoria - Bar
Passenger35123274001,was recommended by our Taxi Driver AS one of the best places for carbonara. Came Here dient dissapaint Try the Carbonara very eg,"was recommended by our Taxi Driver AS one of the best places for carbonara. Came Here dient dissapaint 
Try the Carbonara very eggy cheesy",5,2023-09-04,Dar Bruttone
Patricia B,Good food and drinks!,"Great sandwiches and salads. Sheltered outdoor seating with more indoor seating. Lange drinks, can recommend the mimosas and aperol spritz!",5,2022-09-19,Pane e Salame
italobel,Not a place to go twice,"Short review:Review your check before pay. Food 5/10. Not a friendly staff. Tip is not included. €1 x person for the bread (they don’t ask if you want bread) First. CHECK the check before pay. The staff wasn’t very nice. Not rude, but not nice. They forgot bring 2 plates. They brought my caprese salad at the end after I finish my pasta (at least they say sorry). They never brought the other plate, we had to ask after we finish everything. *They charge €1 for the bread. *Pasta in meat sauce: 5/10Caprese salad: 5/10 the mozzarella didn’t have any flavor and only 2 basil leafs.Bread: 4/10The house wine came from a plastic bottle. ",3,2019-05-17,Da Tonino
Bethany E,Unreal!,"My friends and I visited here for our dinner and wow, the food and service were 10/10. Our waiter Bledi was so attentive and friendly! The carbonara was absolutely insane and such a good portion.We would definitely recommend and will be returning when we are next in Rome! Thank you so much Bledi and Team!",5,2024-03-09,La Cucina Nazionale
